"","X","ID","day","date","time","schedule","question","rating"
"2069",2069,16,4,"2016-09-12","20:21:21","evening","self-esteem",10
"2070",2070,16,4,"2016-09-12","20:34:06","evening","enjoyed activities",7
"2071",2071,16,4,"2016-09-12","20:08:12","evening","pleasant activities",5
"2072",2072,16,4,"2016-09-12","21:21:39","evening","worrying",3
"2073",2073,17,1,"2016-08-29","20:56:05","evening","social contact",7
"2074",2074,17,1,"2016-08-29","20:15:51","evening","mood",1
"2075",2075,17,1,"2016-08-29","20:13:52","evening","sleep",7
"2076",2076,17,1,"2016-08-29","20:18:09","evening","self-esteem",10
"2077",2077,17,1,"2016-08-29","21:34:50","evening","enjoyed activities",7
"2078",2078,17,1,"2016-08-29","20:13:11","evening","pleasant activities",3
"2079",2079,17,1,"2016-08-29","20:17:50","evening","worrying",5
"2080",2080,17,2,"2016-08-26","21:55:07","evening","social contact",6
"2081",2081,17,2,"2016-08-26","20:18:51","evening","mood",6
"2082",2082,17,2,"2016-08-26","21:53:16","evening","sleep",1
"2083",2083,17,2,"2016-08-26","20:57:02","evening","self-esteem",2
"2084",2084,17,2,"2016-08-26","20:49:08","evening","enjoyed activities",9
"2085",2085,17,2,"2016-08-26","20:16:02","evening","pleasant activities",4
"2086",2086,17,2,"2016-08-26","20:44:26","evening","worrying",6
"2087",2087,17,3,"2016-08-31","20:10:33","evening","social contact",9
"2088",2088,17,3,"2016-08-31","20:58:45","evening","mood",1
"2089",2089,17,3,"2016-08-31","20:56:29","evening","sleep",2
"2090",2090,17,3,"2016-08-31","20:21:43","evening","self-esteem",7
"2091",2091,17,3,"2016-08-31","20:34:30","evening","enjoyed activities",5
"2092",2092,17,3,"2016-08-31","20:25:09","evening","pleasant activities",9
"2093",2093,17,3,"2016-08-31","20:02:27","evening","worrying",4
"2094",2094,17,4,"2016-08-30","21:28:01","evening","social contact",6
"2095",2095,17,4,"2016-08-30","20:55:43","evening","mood",10
"2096",2096,17,4,"2016-08-30","21:33:25","evening","sleep",3
"2097",2097,17,4,"2016-08-30","20:26:32","evening","self-esteem",2
"2098",2098,17,4,"2016-08-30","20:13:47","evening","enjoyed activities",4
"2099",2099,17,4,"2016-08-30","20:52:00","evening","pleasant activities",3
"2100",2100,17,4,"2016-08-30","20:55:23","evening","worrying",6
"2101",2101,17,1,"2016-09-29","20:18:41","evening","social contact",7
"2102",2102,17,1,"2016-09-29","20:50:07","evening","mood",2
"2103",2103,17,1,"2016-09-29","20:36:09","evening","sleep",1
"2104",2104,17,1,"2016-09-29","21:07:30","evening","self-esteem",9
"2105",2105,17,1,"2016-09-29","20:25:57","evening","enjoyed activities",10
"2106",2106,17,1,"2016-09-29","20:44:00","evening","pleasant activities",2
"2107",2107,17,1,"2016-09-29","21:51:45","evening","worrying",9
"2108",2108,17,2,"2016-08-23","20:32:36","evening","social contact",8
"2109",2109,17,2,"2016-08-23","20:56:19","evening","mood",2
"2110",2110,17,2,"2016-08-23","20:11:53","evening","sleep",2
"2111",2111,17,2,"2016-08-23","20:11:06","evening","self-esteem",3
"2112",2112,17,2,"2016-08-23","20:03:32","evening","enjoyed activities",9
"2113",2113,17,2,"2016-08-23","20:20:00","evening","pleasant activities",10
"2114",2114,17,2,"2016-08-23","21:05:26","evening","worrying",3
"2115",2115,17,3,"2016-09-12","20:06:32","evening","social contact",1
"2116",2116,17,3,"2016-09-12","21:38:22","evening","mood",4
"2117",2117,17,3,"2016-09-12","20:56:57","evening","sleep",7
"2118",2118,17,3,"2016-09-12","20:04:08","evening","self-esteem",3
"2119",2119,17,3,"2016-09-12","20:14:53","evening","enjoyed activities",3
"2120",2120,17,3,"2016-09-12","21:12:16","evening","pleasant activities",9
"2121",2121,17,3,"2016-09-12","20:13:37","evening","worrying",4
"2122",2122,17,4,"2016-08-29","20:03:58","evening","social contact",6
"2123",2123,17,4,"2016-08-29","20:11:08","evening","mood",4
"2124",2124,17,4,"2016-08-29","20:05:07","evening","sleep",5
"2125",2125,17,4,"2016-08-29","21:27:52","evening","self-esteem",6
"2126",2126,17,4,"2016-08-29","21:06:35","evening","enjoyed activities",6
"2127",2127,17,4,"2016-08-29","20:53:35","evening","pleasant activities",4
"2128",2128,17,4,"2016-08-29","20:42:10","evening","worrying",5
"2129",2129,18,1,"2016-08-26","22:00:24","evening","social contact",8
"2130",2130,18,1,"2016-08-26","20:55:26","evening","mood",8
"2131",2131,18,1,"2016-08-26","20:12:21","evening","sleep",2
"2132",2132,18,1,"2016-08-26","20:18:27","evening","self-esteem",3
"2133",2133,18,1,"2016-08-26","21:38:47","evening","enjoyed activities",5
"2134",2134,18,1,"2016-08-26","20:51:43","evening","pleasant activities",10
"2135",2135,18,1,"2016-08-26","20:17:01","evening","worrying",2
"2136",2136,18,2,"2016-08-31","21:37:16","evening","social contact",4
"2137",2137,18,2,"2016-08-31","21:03:29","evening","mood",6
"2138",2138,18,2,"2016-08-31","20:37:05","evening","sleep",2
"2139",2139,18,2,"2016-08-31","20:16:10","evening","self-esteem",2
"2140",2140,18,2,"2016-08-31","20:52:12","evening","enjoyed activities",5
"2141",2141,18,2,"2016-08-31","20:54:25","evening","pleasant activities",5
"2142",2142,18,2,"2016-08-31","20:09:56","evening","worrying",6
"2143",2143,18,3,"2016-08-30","21:11:25","evening","social contact",5
"2144",2144,18,3,"2016-08-30","21:01:57","evening","mood",3
"2145",2145,18,3,"2016-08-30","20:43:04","evening","sleep",3
"2146",2146,18,3,"2016-08-30","20:23:59","evening","self-esteem",6
"2147",2147,18,3,"2016-08-30","20:31:00","evening","enjoyed activities",6
"2148",2148,18,3,"2016-08-30","20:21:51","evening","pleasant activities",8
"2149",2149,18,3,"2016-08-30","20:03:47","evening","worrying",10
"2150",2150,18,4,"2016-09-29","20:34:12","evening","social contact",2
"2151",2151,18,4,"2016-09-29","20:56:25","evening","mood",4
"2152",2152,18,4,"2016-09-29","20:39:36","evening","sleep",5
"2153",2153,18,4,"2016-09-29","20:03:35","evening","self-esteem",9
"2154",2154,18,4,"2016-09-29","20:55:27","evening","enjoyed activities",5
"2155",2155,18,4,"2016-09-29","20:49:23","evening","pleasant activities",5
"2156",2156,18,4,"2016-09-29","20:15:44","evening","worrying",10
"2157",2157,18,1,"2016-08-23","21:20:32","evening","social contact",4
"2158",2158,18,1,"2016-08-23","20:26:19","evening","mood",5
"2159",2159,18,1,"2016-08-23","20:12:30","evening","sleep",10
"2160",2160,18,1,"2016-08-23","20:18:12","evening","self-esteem",10
"2161",2161,18,1,"2016-08-23","20:33:07","evening","enjoyed activities",4
"2162",2162,18,1,"2016-08-23","21:39:07","evening","pleasant activities",8
"2163",2163,18,1,"2016-08-23","21:06:54","evening","worrying",5
"2164",2164,18,2,"2016-09-12","20:51:55","evening","social contact",8
"2165",2165,18,2,"2016-09-12","20:17:56","evening","mood",4
"2166",2166,18,2,"2016-09-12","21:54:32","evening","sleep",2
"2167",2167,18,2,"2016-09-12","20:05:12","evening","self-esteem",5
"2168",2168,18,2,"2016-09-12","21:38:03","evening","enjoyed activities",6
"2169",2169,18,2,"2016-09-12","20:10:21","evening","pleasant activities",7
"2170",2170,18,2,"2016-09-12","20:07:25","evening","worrying",1
"2171",2171,18,3,"2016-08-29","20:49:02","evening","social contact",6
"2172",2172,18,3,"2016-08-29","20:15:52","evening","mood",9
"2173",2173,18,3,"2016-08-29","20:43:53","evening","sleep",5
"2174",2174,18,3,"2016-08-29","20:11:26","evening","self-esteem",6
"2175",2175,18,3,"2016-08-29","20:40:44","evening","enjoyed activities",7
"2176",2176,18,3,"2016-08-29","20:59:46","evening","pleasant activities",1
"2177",2177,18,3,"2016-08-29","20:52:05","evening","worrying",9
"2178",2178,18,4,"2016-08-26","20:56:00","evening","social contact",8
"2179",2179,18,4,"2016-08-26","20:09:16","evening","mood",3
"2180",2180,18,4,"2016-08-26","20:05:38","evening","sleep",9
"2181",2181,18,4,"2016-08-26","21:11:39","evening","self-esteem",1
"2182",2182,18,4,"2016-08-26","21:00:14","evening","enjoyed activities",2
"2183",2183,18,4,"2016-08-26","20:42:49","evening","pleasant activities",3
"2184",2184,18,4,"2016-08-26","20:24:18","evening","worrying",1
"2185",2185,19,1,"2016-08-31","20:02:52","evening","social contact",1
"2186",2186,19,1,"2016-08-31","20:03:56","evening","mood",2
"2187",2187,19,1,"2016-08-31","20:17:48","evening","sleep",2
"2188",2188,19,1,"2016-08-31","20:56:09","evening","self-esteem",5
"2189",2189,19,1,"2016-08-31","20:36:36","evening","enjoyed activities",10
"2190",2190,19,1,"2016-08-31","20:02:41","evening","pleasant activities",10
"2191",2191,19,1,"2016-08-31","20:24:56","evening","worrying",10
"2192",2192,19,2,"2016-08-30","20:51:49","evening","social contact",4
"2193",2193,19,2,"2016-08-30","20:16:00","evening","mood",5
"2194",2194,19,2,"2016-08-30","21:07:27","evening","sleep",4
"2195",2195,19,2,"2016-08-30","20:22:49","evening","self-esteem",2
"2196",2196,19,2,"2016-08-30","22:00:06","evening","enjoyed activities",3
"2197",2197,19,2,"2016-08-30","20:55:42","evening","pleasant activities",5
"2198",2198,19,2,"2016-08-30","20:21:15","evening","worrying",1
"2199",2199,19,3,"2016-09-29","20:55:45","evening","social contact",10
"2200",2200,19,3,"2016-09-29","20:12:45","evening","mood",6
"2201",2201,19,3,"2016-09-29","20:47:01","evening","sleep",7
"2202",2202,19,3,"2016-09-29","20:06:35","evening","self-esteem",2
"2203",2203,19,3,"2016-09-29","20:45:18","evening","enjoyed activities",10
"2204",2204,19,3,"2016-09-29","20:49:50","evening","pleasant activities",7
"2205",2205,19,3,"2016-09-29","20:07:07","evening","worrying",2
"2206",2206,19,4,"2016-08-23","20:33:42","evening","social contact",10
"2207",2207,19,4,"2016-08-23","21:07:01","evening","mood",4
"2208",2208,19,4,"2016-08-23","21:27:13","evening","sleep",7
"2209",2209,19,4,"2016-08-23","20:05:04","evening","self-esteem",1
"2210",2210,19,4,"2016-08-23","21:37:26","evening","enjoyed activities",2
"2211",2211,19,4,"2016-08-23","20:10:34","evening","pleasant activities",6
"2212",2212,19,4,"2016-08-23","20:36:25","evening","worrying",2
"2213",2213,19,1,"2016-09-12","20:29:38","evening","social contact",3
"2214",2214,19,1,"2016-09-12","21:48:49","evening","mood",10
"2215",2215,19,1,"2016-09-12","20:26:10","evening","sleep",5
"2216",2216,19,1,"2016-09-12","21:07:41","evening","self-esteem",9
"2217",2217,19,1,"2016-09-12","20:46:20","evening","enjoyed activities",7
"2218",2218,19,1,"2016-09-12","20:48:59","evening","pleasant activities",10
"2219",2219,19,1,"2016-09-12","20:28:14","evening","worrying",5
"2220",2220,19,2,"2016-08-29","20:48:25","evening","social contact",6
"2221",2221,19,2,"2016-08-29","20:09:08","evening","mood",1
"2222",2222,19,2,"2016-08-29","20:10:55","evening","sleep",6
"2223",2223,19,2,"2016-08-29","20:55:20","evening","self-esteem",4
"2224",2224,19,2,"2016-08-29","20:05:08","evening","enjoyed activities",3
"2225",2225,19,2,"2016-08-29","20:14:56","evening","pleasant activities",5
"2226",2226,19,2,"2016-08-29","20:54:30","evening","worrying",7
"2227",2227,19,3,"2016-08-26","20:09:58","evening","social contact",5
"2228",2228,19,3,"2016-08-26","21:02:58","evening","mood",2
"2229",2229,19,3,"2016-08-26","21:21:53","evening","sleep",10
"2230",2230,19,3,"2016-08-26","20:50:51","evening","self-esteem",4
"2231",2231,19,3,"2016-08-26","20:27:24","evening","enjoyed activities",5
"2232",2232,19,3,"2016-08-26","20:15:52","evening","pleasant activities",8
"2233",2233,19,3,"2016-08-26","21:20:20","evening","worrying",7
"2234",2234,19,4,"2016-08-31","21:05:19","evening","social contact",3
"2235",2235,19,4,"2016-08-31","20:42:42","evening","mood",10
"2236",2236,19,4,"2016-08-31","20:55:10","evening","sleep",2
"2237",2237,19,4,"2016-08-31","20:46:24","evening","self-esteem",2
"2238",2238,19,4,"2016-08-31","20:06:30","evening","enjoyed activities",3
"2239",2239,19,4,"2016-08-31","21:56:44","evening","pleasant activities",5
"2240",2240,19,4,"2016-08-31","21:39:02","evening","worrying",9
"2241",2241,20,1,"2016-08-30","21:10:53","evening","social contact",6
"2242",2242,20,1,"2016-08-30","21:27:27","evening","mood",9
"2243",2243,20,1,"2016-08-30","20:13:03","evening","sleep",5
"2244",2244,20,1,"2016-08-30","21:54:43","evening","self-esteem",3
"2245",2245,20,1,"2016-08-30","20:10:14","evening","enjoyed activities",6
"2246",2246,20,1,"2016-08-30","20:36:45","evening","pleasant activities",9
"2247",2247,20,1,"2016-08-30","20:57:11","evening","worrying",2
"2248",2248,20,2,"2016-09-29","20:35:01","evening","social contact",6
"2249",2249,20,2,"2016-09-29","20:48:51","evening","mood",1
"2250",2250,20,2,"2016-09-29","20:24:13","evening","sleep",1
"2251",2251,20,2,"2016-09-29","20:03:32","evening","self-esteem",1
"2252",2252,20,2,"2016-09-29","20:45:19","evening","enjoyed activities",2
"2253",2253,20,2,"2016-09-29","20:28:19","evening","pleasant activities",6
"2254",2254,20,2,"2016-09-29","21:01:44","evening","worrying",4
"2255",2255,20,3,"2016-08-23","20:13:18","evening","social contact",5
"2256",2256,20,3,"2016-08-23","20:34:19","evening","mood",1
"2257",2257,20,3,"2016-08-23","21:21:26","evening","sleep",4
"2258",2258,20,3,"2016-08-23","20:27:05","evening","self-esteem",10
"2259",2259,20,3,"2016-08-23","21:30:05","evening","enjoyed activities",3
"2260",2260,20,3,"2016-08-23","21:06:24","evening","pleasant activities",8
"2261",2261,20,3,"2016-08-23","20:24:44","evening","worrying",1
"2262",2262,20,4,"2016-09-12","21:17:38","evening","social contact",10
"2263",2263,20,4,"2016-09-12","20:07:03","evening","mood",7
"2264",2264,20,4,"2016-09-12","22:04:07","evening","sleep",2
"2265",2265,20,4,"2016-09-12","20:10:47","evening","self-esteem",6
"2266",2266,20,4,"2016-09-12","20:13:32","evening","enjoyed activities",6
"2267",2267,20,4,"2016-09-12","21:36:15","evening","pleasant activities",5
"2268",2268,20,4,"2016-09-12","20:45:45","evening","worrying",4
"2269",2269,20,1,"2016-08-29","20:02:46","evening","social contact",2
"2270",2270,20,1,"2016-08-29","20:10:26","evening","mood",10
"2271",2271,20,1,"2016-08-29","20:03:35","evening","sleep",5
"2272",2272,20,1,"2016-08-29","20:46:29","evening","self-esteem",9
"2273",2273,20,1,"2016-08-29","20:57:28","evening","enjoyed activities",1
"2274",2274,20,1,"2016-08-29","20:56:53","evening","pleasant activities",3
"2275",2275,20,1,"2016-08-29","20:17:42","evening","worrying",3
"2276",2276,20,2,"2016-08-26","20:55:03","evening","social contact",4
"2277",2277,20,2,"2016-08-26","20:05:13","evening","mood",2
"2278",2278,20,2,"2016-08-26","20:15:11","evening","sleep",7
"2279",2279,20,2,"2016-08-26","20:25:20","evening","self-esteem",4
"2280",2280,20,2,"2016-08-26","20:17:12","evening","enjoyed activities",7
"2281",2281,20,2,"2016-08-26","20:20:19","evening","pleasant activities",4
"2282",2282,20,2,"2016-08-26","20:25:38","evening","worrying",9
"2283",2283,20,3,"2016-08-31","20:43:23","evening","social contact",5
"2284",2284,20,3,"2016-08-31","21:30:24","evening","mood",10
"2285",2285,20,3,"2016-08-31","20:36:31","evening","sleep",8
"2286",2286,20,3,"2016-08-31","20:55:37","evening","self-esteem",5
"2287",2287,20,3,"2016-08-31","20:22:54","evening","enjoyed activities",2
"2288",2288,20,3,"2016-08-31","21:04:54","evening","pleasant activities",4
"2289",2289,20,3,"2016-08-31","20:13:25","evening","worrying",10
"2290",2290,20,4,"2016-08-30","20:02:32","evening","social contact",10
"2291",2291,20,4,"2016-08-30","20:02:46","evening","mood",7
"2292",2292,20,4,"2016-08-30","20:33:32","evening","sleep",10
"2293",2293,20,4,"2016-08-30","20:03:23","evening","self-esteem",9
"2294",2294,20,4,"2016-08-30","21:10:48","evening","enjoyed activities",4
"2295",2295,20,4,"2016-08-30","22:03:40","evening","pleasant activities",1
"2296",2296,20,4,"2016-08-30","22:06:41","evening","worrying",9
"2297",2297,21,1,"2016-09-29","20:04:58","evening","social contact",5
"2298",2298,21,1,"2016-09-29","20:03:20","evening","mood",6
"2299",2299,21,1,"2016-09-29","20:16:53","evening","sleep",1
"2300",2300,21,1,"2016-09-29","21:49:39","evening","self-esteem",7
"2301",2301,21,1,"2016-09-29","21:32:58","evening","enjoyed activities",7
"2302",2302,21,1,"2016-09-29","20:03:44","evening","pleasant activities",4
"2303",2303,21,1,"2016-09-29","20:06:12","evening","worrying",8
"2304",2304,21,2,"2016-08-23","20:19:46","evening","social contact",7
"2305",2305,21,2,"2016-08-23","20:42:55","evening","mood",9
"2306",2306,21,2,"2016-08-23","20:08:47","evening","sleep",7
"2307",2307,21,2,"2016-08-23","21:00:45","evening","self-esteem",5
"2308",2308,21,2,"2016-08-23","20:52:02","evening","enjoyed activities",1
"2309",2309,21,2,"2016-08-23","20:08:28","evening","pleasant activities",4
"2310",2310,21,2,"2016-08-23","20:35:44","evening","worrying",8
"2311",2311,21,3,"2016-09-12","21:22:02","evening","social contact",8
"2312",2312,21,3,"2016-09-12","20:27:15","evening","mood",5
"2313",2313,21,3,"2016-09-12","20:24:56","evening","sleep",2
"2314",2314,21,3,"2016-09-12","20:53:56","evening","self-esteem",4
"2315",2315,21,3,"2016-09-12","21:05:07","evening","enjoyed activities",3
"2316",2316,21,3,"2016-09-12","20:42:05","evening","pleasant activities",9
"2317",2317,21,3,"2016-09-12","22:00:30","evening","worrying",9
"2318",2318,21,4,"2016-08-29","20:28:22","evening","social contact",3
"2319",2319,21,4,"2016-08-29","20:15:23","evening","mood",2
"2320",2320,21,4,"2016-08-29","20:11:44","evening","sleep",3
"2321",2321,21,4,"2016-08-29","20:47:19","evening","self-esteem",5
"2322",2322,21,4,"2016-08-29","20:05:49","evening","enjoyed activities",9
"2323",2323,21,4,"2016-08-29","21:27:08","evening","pleasant activities",2
"2324",2324,21,4,"2016-08-29","20:22:03","evening","worrying",5
"2325",2325,21,1,"2016-08-26","20:18:54","evening","social contact",8
"2326",2326,21,1,"2016-08-26","20:35:17","evening","mood",5
"2327",2327,21,1,"2016-08-26","21:02:41","evening","sleep",4
"2328",2328,21,1,"2016-08-26","20:26:06","evening","self-esteem",5
"2329",2329,21,1,"2016-08-26","20:19:08","evening","enjoyed activities",8
"2330",2330,21,1,"2016-08-26","21:51:53","evening","pleasant activities",10
"2331",2331,21,1,"2016-08-26","21:07:48","evening","worrying",6
"2332",2332,21,2,"2016-08-31","20:44:51","evening","social contact",2
"2333",2333,21,2,"2016-08-31","20:14:26","evening","mood",6
"2334",2334,21,2,"2016-08-31","20:49:09","evening","sleep",4
"2335",2335,21,2,"2016-08-31","20:59:14","evening","self-esteem",5
"2336",2336,21,2,"2016-08-31","20:55:59","evening","enjoyed activities",8
"2337",2337,21,2,"2016-08-31","20:21:19","evening","pleasant activities",4
"2338",2338,21,2,"2016-08-31","20:18:22","evening","worrying",3
"2339",2339,21,3,"2016-08-30","20:56:19","evening","social contact",8
"2340",2340,21,3,"2016-08-30","20:55:28","evening","mood",7
"2341",2341,21,3,"2016-08-30","20:05:04","evening","sleep",8
"2342",2342,21,3,"2016-08-30","20:04:40","evening","self-esteem",3
"2343",2343,21,3,"2016-08-30","20:25:57","evening","enjoyed activities",5
"2344",2344,21,3,"2016-08-30","20:49:47","evening","pleasant activities",8
"2345",2345,21,3,"2016-08-30","20:48:22","evening","worrying",2
"2346",2346,21,4,"2016-09-29","20:05:31","evening","social contact",10
"2347",2347,21,4,"2016-09-29","21:19:10","evening","mood",6
"2348",2348,21,4,"2016-09-29","20:27:32","evening","sleep",3
"2349",2349,21,4,"2016-09-29","20:25:04","evening","self-esteem",10
"2350",2350,21,4,"2016-09-29","20:06:33","evening","enjoyed activities",8
"2351",2351,21,4,"2016-09-29","20:53:41","evening","pleasant activities",1
"2352",2352,21,4,"2016-09-29","20:26:37","evening","worrying",7
"2353",2353,1,1,"2016-08-23","20:43:38","evening","social contact",7
"2354",2354,1,1,"2016-08-23","20:02:46","evening","mood",7
"2355",2355,1,1,"2016-08-23","20:24:07","evening","sleep",7
"2356",2356,1,1,"2016-08-23","20:11:57","evening","self-esteem",4
"2357",2357,1,1,"2016-08-23","20:35:56","evening","enjoyed activities",1
"2358",2358,1,1,"2016-08-23","21:11:03","evening","pleasant activities",3
"2359",2359,1,1,"2016-08-23","20:51:33","evening","worrying",2
"2360",2360,1,2,"2016-09-12","20:16:53","evening","social contact",1
"2361",2361,1,2,"2016-09-12","20:21:57","evening","mood",7
"2362",2362,1,2,"2016-09-12","20:30:54","evening","sleep",4
"2363",2363,1,2,"2016-09-12","20:19:10","evening","self-esteem",2
"2364",2364,1,2,"2016-09-12","20:10:18","evening","enjoyed activities",9
"2365",2365,1,2,"2016-09-12","20:18:42","evening","pleasant activities",3
"2366",2366,1,2,"2016-09-12","20:03:54","evening","worrying",10
"2367",2367,1,3,"2016-08-29","20:45:03","evening","social contact",2
"2368",2368,1,3,"2016-08-29","20:16:34","evening","mood",7
"2369",2369,1,3,"2016-08-29","20:07:53","evening","sleep",2
"2370",2370,1,3,"2016-08-29","20:02:24","evening","self-esteem",1
"2371",2371,1,3,"2016-08-29","20:32:18","evening","enjoyed activities",7
"2372",2372,1,3,"2016-08-29","20:10:16","evening","pleasant activities",8
"2373",2373,1,3,"2016-08-29","20:05:36","evening","worrying",9
"2374",2374,1,4,"2016-08-26","20:39:54","evening","social contact",8
"2375",2375,1,4,"2016-08-26","21:00:36","evening","mood",1
"2376",2376,1,4,"2016-08-26","20:52:18","evening","sleep",3
"2377",2377,1,4,"2016-08-26","20:18:15","evening","self-esteem",4
"2378",2378,1,4,"2016-08-26","20:09:59","evening","enjoyed activities",4
"2379",2379,1,4,"2016-08-26","20:57:53","evening","pleasant activities",8
"2380",2380,1,4,"2016-08-26","20:36:01","evening","worrying",1
"2381",2381,1,1,"2016-08-31","20:14:39","evening","social contact",8
"2382",2382,1,1,"2016-08-31","20:10:37","evening","mood",4
"2383",2383,1,1,"2016-08-31","21:59:58","evening","sleep",9
"2384",2384,1,1,"2016-08-31","20:08:11","evening","self-esteem",7
"2385",2385,1,1,"2016-08-31","20:44:38","evening","enjoyed activities",3
"2386",2386,1,1,"2016-08-31","21:34:33","evening","pleasant activities",6
"2387",2387,1,1,"2016-08-31","20:03:00","evening","worrying",5
"2388",2388,1,2,"2016-08-30","20:58:56","evening","social contact",9
"2389",2389,1,2,"2016-08-30","20:16:34","evening","mood",9
"2390",2390,1,2,"2016-08-30","22:06:29","evening","sleep",9
"2391",2391,1,2,"2016-08-30","20:22:16","evening","self-esteem",7
"2392",2392,1,2,"2016-08-30","21:37:39","evening","enjoyed activities",10
"2393",2393,1,2,"2016-08-30","20:24:16","evening","pleasant activities",10
"2394",2394,1,2,"2016-08-30","21:03:13","evening","worrying",8
"2395",2395,1,3,"2016-09-29","20:15:27","evening","social contact",8
"2396",2396,1,3,"2016-09-29","20:59:20","evening","mood",3
"2397",2397,1,3,"2016-09-29","20:05:14","evening","sleep",2
"2398",2398,1,3,"2016-09-29","20:51:34","evening","self-esteem",3
"2399",2399,1,3,"2016-09-29","20:10:46","evening","enjoyed activities",8
"2400",2400,1,3,"2016-09-29","20:35:31","evening","pleasant activities",8
"2401",2401,1,3,"2016-09-29","21:20:30","evening","worrying",8
"2402",2402,1,4,"2016-08-23","20:53:23","evening","social contact",5
"2403",2403,1,4,"2016-08-23","20:22:59","evening","mood",7
"2404",2404,1,4,"2016-08-23","20:02:55","evening","sleep",2
"2405",2405,1,4,"2016-08-23","20:07:41","evening","self-esteem",6
"2406",2406,1,4,"2016-08-23","20:58:39","evening","enjoyed activities",7
"2407",2407,1,4,"2016-08-23","20:26:27","evening","pleasant activities",3
"2408",2408,1,4,"2016-08-23","21:02:47","evening","worrying",3
"2409",2409,2,1,"2016-09-12","20:47:09","evening","social contact",3
"2410",2410,2,1,"2016-09-12","20:36:42","evening","mood",9
"2411",2411,2,1,"2016-09-12","20:15:17","evening","sleep",9
"2412",2412,2,1,"2016-09-12","20:17:41","evening","self-esteem",8
"2413",2413,2,1,"2016-09-12","21:02:14","evening","enjoyed activities",4
"2414",2414,2,1,"2016-09-12","20:07:45","evening","pleasant activities",1
"2415",2415,2,1,"2016-09-12","20:10:01","evening","worrying",7
"2416",2416,2,2,"2016-08-29","21:35:01","evening","social contact",1
"2417",2417,2,2,"2016-08-29","20:12:34","evening","mood",3
"2418",2418,2,2,"2016-08-29","21:56:50","evening","sleep",6
"2419",2419,2,2,"2016-08-29","20:18:12","evening","self-esteem",1
"2420",2420,2,2,"2016-08-29","22:01:37","evening","enjoyed activities",3
"2421",2421,2,2,"2016-08-29","20:31:11","evening","pleasant activities",3
"2422",2422,2,2,"2016-08-29","20:03:46","evening","worrying",8
"2423",2423,2,3,"2016-08-26","20:07:44","evening","social contact",6
"2424",2424,2,3,"2016-08-26","20:13:10","evening","mood",4
"2425",2425,2,3,"2016-08-26","20:15:56","evening","sleep",5
"2426",2426,2,3,"2016-08-26","22:02:05","evening","self-esteem",10
"2427",2427,2,3,"2016-08-26","20:44:47","evening","enjoyed activities",7
"2428",2428,2,3,"2016-08-26","21:03:48","evening","pleasant activities",1
"2429",2429,2,3,"2016-08-26","21:10:04","evening","worrying",7
"2430",2430,2,4,"2016-08-31","20:43:51","evening","social contact",10
"2431",2431,2,4,"2016-08-31","20:55:36","evening","mood",4
"2432",2432,2,4,"2016-08-31","20:32:43","evening","sleep",7
"2433",2433,2,4,"2016-08-31","20:21:58","evening","self-esteem",8
"2434",2434,2,4,"2016-08-31","20:35:02","evening","enjoyed activities",4
"2435",2435,2,4,"2016-08-31","20:05:45","evening","pleasant activities",7
"2436",2436,2,4,"2016-08-31","20:31:29","evening","worrying",3
"2437",2437,2,1,"2016-08-30","20:23:40","evening","social contact",1
"2438",2438,2,1,"2016-08-30","20:11:12","evening","mood",5
"2439",2439,2,1,"2016-08-30","20:48:06","evening","sleep",2
"2440",2440,2,1,"2016-08-30","20:09:18","evening","self-esteem",8
"2441",2441,2,1,"2016-08-30","20:30:42","evening","enjoyed activities",1
"2442",2442,2,1,"2016-08-30","20:13:12","evening","pleasant activities",8
"2443",2443,2,1,"2016-08-30","20:21:05","evening","worrying",2
"2444",2444,2,2,"2016-09-29","20:56:27","evening","social contact",1
"2445",2445,2,2,"2016-09-29","20:18:00","evening","mood",5
"2446",2446,2,2,"2016-09-29","20:10:44","evening","sleep",4
"2447",2447,2,2,"2016-09-29","20:55:09","evening","self-esteem",8
"2448",2448,2,2,"2016-09-29","20:05:21","evening","enjoyed activities",7
"2449",2449,2,2,"2016-09-29","20:04:03","evening","pleasant activities",1
"2450",2450,2,2,"2016-09-29","20:09:11","evening","worrying",7
"2451",2451,2,3,"2016-08-23","20:14:33","evening","social contact",10
"2452",2452,2,3,"2016-08-23","20:32:48","evening","mood",2
"2453",2453,2,3,"2016-08-23","20:54:50","evening","sleep",9
"2454",2454,2,3,"2016-08-23","20:10:07","evening","self-esteem",3
"2455",2455,2,3,"2016-08-23","21:02:32","evening","enjoyed activities",3
"2456",2456,2,3,"2016-08-23","20:25:45","evening","pleasant activities",4
"2457",2457,2,3,"2016-08-23","20:53:28","evening","worrying",9
"2458",2458,2,4,"2016-09-12","20:50:00","evening","social contact",10
"2459",2459,2,4,"2016-09-12","20:17:33","evening","mood",5
"2460",2460,2,4,"2016-09-12","20:05:46","evening","sleep",5
"2461",2461,2,4,"2016-09-12","20:36:13","evening","self-esteem",9
"2462",2462,2,4,"2016-09-12","20:02:13","evening","enjoyed activities",8
"2463",2463,2,4,"2016-09-12","20:25:45","evening","pleasant activities",10
"2464",2464,2,4,"2016-09-12","20:43:03","evening","worrying",3
"2465",2465,3,1,"2016-08-29","20:51:23","evening","social contact",8
